date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,country,neutral_location,home_team_result
2018-11-17,Australia,Korea Republic,42,53,1432,1401,1,1,Australia,False,Draw
2018-11-18,Switzerland,Belgium,8,1,1598,1733,5,2,Switzerland,False,Win
2018-11-18,England,Croatia,5,4,1619,1635,2,1,England,False,Win
2018-11-19,Germany,Netherlands,14,15,1555,1550,2,2,Germany,False,Draw
2018-11-20,Portugal,Poland,7,21,1616,1523,1,1,Portugal,False,Draw
2018-11-20,Argentina,Mexico,12,16,1573,1549,2,0,Argentina,False,Win
2018-11-20,Brazil,Cameroon,3,51,1669,1408,1,0,England,True,Win
2018-11-20,France,Uruguay,2,6,1732,1617,1,0,France,False,Win
2018-11-20,Tunisia,Morocco,22,47,1515,1422,0,1,Tunisia,False,Lose
2018-12-31,Korea Republic,Saudi Arabia,53,69,1405,1335,0,0,United Arab Emirates,True,Draw
2018-12-31,Qatar,IR Iran,93,29,1258,1481,1,2,Qatar,False,Lose
2019-01-17,Saudi Arabia,Qatar,69,93,1335,1258,0,2,United Arab Emirates,True,Lose
2019-01-21,Japan,Saudi Arabia,50,69,1414,1335,1,0,United Arab Emirates,True,Win
2019-01-25,Korea Republic,Qatar,53,93,1405,1258,0,1,United Arab Emirates,True,Lose
2019-01-28,IR Iran,Japan,29,50,1481,1414,0,3,United Arab Emirates,True,Lose
2019-02-01,Japan,Qatar,50,93,1414,1258,1,3,United Arab Emirates,True,Lose
2019-02-02,USA,Costa Rica,25,36,1497,1464,2,0,USA,False,Win
2019-03-20,Germany,Serbia,16,31,1558,1481,1,1,Germany,False,Draw
2019-03-21,USA,Ecuador,25,58,1501,1382,1,0,USA,False,Win
2019-03-24,Netherlands,Germany,14,16,1560,1558,2,3,Netherlands,False,Lose
2019-03-25,Portugal,Serbia,6,31,1614,1481,1,1,Portugal,False,Draw
2019-03-26,Morocco,Argentina,43,11,1440,1582,0,1,Morocco,False,Lose
2019-03-26,Switzerland,Denmark,8,10,1599,1589,3,3,Switzerland,False,Draw
2019-06-05,Brazil,Qatar,3,55,1676,1398,2,0,Brazil,False,Win
2019-06-05,Portugal,Switzerland,7,8,1607,1604,3,1,Portugal,False,Win
2019-06-06,England,Netherlands,4,16,1647,1554,1,3,Portugal,True,Lose
2019-06-07,Korea Republic,Australia,37,41,1462,1441,1,0,Korea Republic,False,Win
2019-06-08,Croatia,Wales,5,19,1621,1539,2,1,Croatia,False,Win
2019-06-09,Mexico,Ecuador,18,59,1549,1378,3,2,USA,True,Win
2019-06-09,Switzerland,England,8,4,1604,1647,0,0,Portugal,True,Draw
2019-06-09,Portugal,Netherlands,7,16,1607,1554,1,0,Portugal,False,Win
2019-06-11,Croatia,Tunisia,5,28,1621,1491,1,2,Croatia,False,Lose
2019-06-11,Korea Republic,IR Iran,37,21,1462,1516,1,1,Korea Republic,False,Draw
2019-06-16,Uruguay,Ecuador,8,60,1615,1375,4,0,Brazil,True,Win
2019-06-19,Mexico,Canada,18,78,1557,1314,3,1,USA,True,Win
2019-06-20,Uruguay,Japan,8,28,1615,1496,2,2,Brazil,True,Draw
2019-06-23,Qatar,Argentina,55,11,1396,1582,0,2,Brazil,True,Lose
2019-06-24,Ecuador,Japan,60,28,1375,1496,1,1,Brazil,True,Draw
2019-06-29,Cameroon,Ghana,51,50,1404,1423,0,0,Egypt,True,Draw
2019-06-29,Mexico,Costa Rica,18,39,1557,1453,1,1,USA,True,Draw
2019-07-02,Brazil,Argentina,3,11,1681,1582,2,0,Brazil,False,Win
2019-07-07,USA,Mexico,30,18,1495,1557,0,1,USA,False,Lose
2019-07-08,Ghana,Tunisia,50,25,1423,1501,1,1,Egypt,True,Draw
2019-07-14,Senegal,Tunisia,22,25,1515,1501,1,0,Egypt,True,Win
2019-09-06,Costa Rica,Uruguay,44,5,1445,1637,1,2,Costa Rica,False,Lose
2019-09-06,USA,Mexico,22,12,1548,1604,0,3,USA,False,Lose
2019-09-06,Germany,Netherlands,15,16,1582,1569,2,4,Germany,False,Lose
2019-09-07,Serbia,Portugal,35,6,1477,1631,2,4,Serbia,False,Lose
2019-09-10,Argentina,Mexico,10,12,1610,1604,4,0,USA,True,Win
2019-09-10,USA,Uruguay,22,5,1548,1637,1,1,USA,False,Draw
2019-10-09,Germany,Argentina,16,10,1580,1614,2,2,Germany,False,Draw
2019-10-10,Brazil,Senegal,3,20,1719,1546,1,1,Singapore,True,Draw
2019-10-12,Denmark,Switzerland,14,11,1584,1604,1,0,Denmark,False,Win
2019-10-12,Tunisia,Cameroon,29,53,1493,1409,0,0,Tunisia,False,Draw
2019-10-13,Wales,Croatia,23,8,1522,1625,1,1,Wales,False,Draw
2019-10-13,Ecuador,Argentina,65,10,1370,1614,1,6,Spain,True,Lose
2019-10-15,Canada,USA,75,21,1322,1545,2,0,Canada,False,Win
2019-11-15,Brazil,Argentina,3,9,1715,1617,0,1,Saudi Arabia,True,Lose
2019-11-15,USA,Canada,23,69,1530,1339,4,1,USA,False,Win
2019-11-18,Argentina,Uruguay,9,5,1617,1642,2,2,Israel,True,Draw
2019-11-19,Brazil,Korea Republic,3,39,1715,1466,3,0,United Arab Emirates,True,Win
2019-12-05,Qatar,Saudi Arabia,55,67,1398,1351,0,1,Qatar,False,Lose
2019-12-18,Korea Republic,Japan,41,28,1459,1500,1,0,Korea Republic,False,Win
2020-02-01,USA,Costa Rica,22,46,1540,1442,1,0,USA,False,Win
2020-09-03,Germany,Spain,15,8,1602,1636,1,1,Germany,False,Draw
2020-09-04,Netherlands,Poland,14,19,1604,1559,1,0,Netherlands,False,Win
2020-09-05,Denmark,Belgium,16,1,1598,1765,0,2,Denmark,False,Lose
2020-09-05,Portugal,Croatia,7,6,1639,1642,4,1,Portugal,False,Win
2020-09-06,Switzerland,Germany,12,15,1608,1602,1,1,Switzerland,False,Draw
2020-09-08,Denmark,England,16,4,1598,1661,0,0,Denmark,False,Draw
2020-09-08,France,Croatia,2,6,1733,1642,4,2,France,False,Win
2020-10-07,Netherlands,Mexico,13,11,1603,1621,0,1,Netherlands,False,Lose
2020-10-07,Portugal,Spain,5,7,1653,1642,0,0,Portugal,False,Draw
2020-10-07,Switzerland,Croatia,15,8,1600,1628,1,2,Switzerland,False,Lose
2020-10-08,England,Wales,4,21,1664,1550,3,0,England,False,Win
2020-10-08,Argentina,Ecuador,9,64,1623,1368,1,0,Argentina,False,Win
2020-10-09,Japan,Cameroon,28,53,1500,1413,0,0,Netherlands,True,Draw
2020-10-09,Morocco,Senegal,43,20,1456,1555,3,1,Morocco,False,Win
2020-10-10,Spain,Switzerland,7,15,1642,1600,1,0,Spain,False,Win
2020-10-11,England,Belgium,4,1,1664,1773,2,1,England,False,Win
2020-10-11,France,Portugal,2,5,1744,1653,0,0,France,False,Draw
2020-10-12,Ghana,Qatar,46,55,1439,1396,5,1,Turkey,True,Win
2020-10-13,Germany,Switzerland,14,15,1602,1600,3,3,Germany,False,Draw
2020-10-13,Ecuador,Uruguay,64,6,1368,1645,4,2,Ecuador,False,Win
2020-10-14,England,Denmark,4,16,1664,1593,0,1,England,False,Lose
2020-10-14,Croatia,France,8,2,1628,1744,1,2,Croatia,False,Lose
2020-11-11,Belgium,Switzerland,1,16,1765,1589,2,1,Belgium,False,Win
2020-11-11,Netherlands,Spain,15,6,1596,1639,1,1,Netherlands,False,Draw
2020-11-12,Wales,USA,20,22,1550,1542,0,0,Wales,False,Draw
2020-11-13,Costa Rica,Qatar,50,57,1427,1391,1,1,Austria,True,Draw
2020-11-14,Portugal,France,5,2,1661,1752,0,1,Portugal,False,Lose
2020-11-14,Switzerland,Spain,16,6,1589,1639,1,1,Switzerland,False,Draw
2020-11-14,Mexico,Korea Republic,11,38,1625,1464,3,2,Austria,True,Win
2020-11-15,Belgium,England,1,4,1765,1669,2,0,Belgium,False,Win
2020-11-17,Croatia,Portugal,9,5,1634,1661,2,3,Croatia,False,Lose
2020-11-17,Spain,Germany,6,14,1639,1607,6,0,Spain,False,Win
2020-11-17,Japan,Mexico,27,11,1503,1625,0,2,Austria,True,Lose
2020-11-17,Korea Republic,Qatar,38,57,1464,1391,2,1,Austria,True,Win
2020-11-17,Uruguay,Brazil,7,3,1637,1725,0,2,Uruguay,False,Lose
2020-11-18,Poland,Netherlands,18,15,1568,1596,1,2,Poland,False,Lose
2020-11-18,Belgium,Denmark,1,13,1765,1610,4,2,Belgium,False,Win
2021-03-24,Belgium,Wales,1,18,1780,1562,3,1,Belgium,False,Win
2021-03-25,Japan,Korea Republic,27,38,1502,1465,3,0,Japan,False,Win
2021-03-27,Wales,Mexico,18,9,1562,1632,1,0,Wales,False,Win
2021-03-27,Serbia,Portugal,30,5,1492,1662,2,2,Serbia,False,Draw
2021-03-30,Costa Rica,Mexico,50,9,1427,1632,0,1,Austria,True,Lose
2021-03-31,England,Poland,4,19,1670,1559,2,1,England,False,Win
2021-05-30,Switzerland,USA,13,20,1606,1555,2,1,Switzerland,False,Win
2021-06-02,France,Wales,2,17,1757,1570,3,0,France,False,Win
2021-06-02,Germany,Denmark,12,10,1609,1631,1,1,Austria,True,Draw
2021-06-03,Mexico,Costa Rica,11,50,1629,1423,0,0,USA,True,Draw
2021-06-04,Spain,Portugal,6,5,1648,1666,0,0,Spain,False,Draw
2021-06-04,Brazil,Ecuador,3,53,1742,1413,2,0,Brazil,False,Win
2021-06-06,Belgium,Croatia,1,14,1783,1605,1,0,Belgium,False,Win
2021-06-06,USA,Mexico,20,11,1555,1629,3,2,USA,False,Win
2021-06-08,Morocco,Ghana,34,49,1479,1425,1,0,Morocco,False,Win
2021-06-09,USA,Costa Rica,20,50,1555,1423,4,0,USA,False,Win
2021-06-11,Japan,Serbia,28,25,1509,1512,1,0,Japan,False,Win
2021-06-12,Wales,Switzerland,17,13,1570,1606,1,1,Wales,False,Draw
2021-06-13,England,Croatia,4,14,1686,1605,1,0,England,False,Win
2021-06-15,Germany,France,12,2,1609,1757,0,1,Germany,False,Lose
2021-06-17,Denmark,Belgium,10,1,1631,1783,1,2,Denmark,False,Lose
2021-06-18,Argentina,Uruguay,8,9,1641,1639,1,0,Brazil,True,Win
2021-06-19,Spain,Poland,6,21,1648,1549,1,1,Spain,False,Draw
2021-06-19,Germany,Portugal,12,5,1609,1666,4,2,Germany,False,Win
2021-06-23,Portugal,France,5,2,1666,1757,2,2,Hungary,True,Draw
2021-06-26,Wales,Denmark,17,10,1570,1631,0,4,Netherlands,True,Lose
2021-06-27,Belgium,Portugal,1,5,1783,1666,1,0,Spain,True,Win
2021-06-27,Brazil,Ecuador,3,53,1742,1413,1,1,Brazil,False,Draw
2021-06-28,Croatia,Spain,14,6,1605,1648,3,5,Denmark,True,Lose
2021-06-28,France,Switzerland,2,13,1757,1606,3,3,Romania,True,Draw
2021-06-29,England,Germany,4,12,1686,1609,2,0,England,False,Win
2021-07-02,Switzerland,Spain,13,6,1606,1648,1,1,Russia,True,Draw
2021-07-03,Argentina,Ecuador,8,53,1641,1413,3,0,Brazil,True,Win
2021-07-07,England,Denmark,4,10,1686,1631,2,1,England,False,Win
2021-07-10,Brazil,Argentina,3,8,1742,1641,0,1,Brazil,False,Lose
2021-07-18,USA,Canada,20,70,1555,1340,1,0,USA,False,Win
2021-07-25,Costa Rica,Canada,50,70,1423,1340,0,2,USA,True,Lose
2021-07-29,Mexico,Canada,11,70,1629,1340,2,1,USA,True,Win
2021-07-29,USA,Qatar,20,58,1555,1397,1,0,USA,False,Win
2021-08-01,USA,Mexico,20,11,1555,1629,1,0,USA,False,Win
2021-09-01,Qatar,Serbia,42,29,1455,1507,0,4,Hungary,True,Lose
2021-09-04,Qatar,Portugal,42,8,1455,1661,1,3,Hungary,True,Lose
2021-09-05,Costa Rica,Mexico,44,9,1449,1658,0,1,Costa Rica,False,Lose
2021-09-05,USA,Canada,10,59,1647,1399,1,1,USA,False,Draw
2021-09-08,Poland,England,27,4,1516,1752,1,1,Poland,False,Draw
2021-09-09,Uruguay,Ecuador,13,55,1634,1405,1,0,Uruguay,False,Win
2021-10-07,Saudi Arabia,Japan,56,26,1406,1520,1,0,Saudi Arabia,False,Win
2021-10-07,Mexico,Canada,9,51,1666,1416,1,1,Mexico,False,Draw
2021-10-07,Belgium,France,1,4,1832,1754,2,3,Italy,True,Lose
2021-10-09,Portugal,Qatar,7,43,1674,1445,3,0,Portugal,False,Win
2021-10-10,Argentina,Uruguay,6,12,1725,1645,3,0,Argentina,False,Win
2021-10-10,Spain,France,8,4,1673,1754,1,2,Italy,True,Lose
2021-10-12,IR Iran,Korea Republic,22,36,1538,1479,1,1,IR Iran,False,Draw
2021-10-12,Japan,Australia,26,32,1520,1493,2,1,Japan,False,Win
2021-10-13,USA,Costa Rica,13,44,1643,1438,2,1,USA,False,Win
2021-10-14,Brazil,Uruguay,2,12,1811,1645,4,1,Brazil,False,Win
2021-10-27,Mexico,Ecuador,9,55,1672,1416,2,3,USA,True,Lose
2021-11-11,Serbia,Qatar,25,46,1527,1437,4,0,Serbia,False,Win
2021-11-11,Australia,Saudi Arabia,34,49,1489,1432,0,0,Australia,False,Draw
2021-11-12,Canada,Costa Rica,48,45,1432,1439,1,0,Canada,False,Win
2021-11-12,USA,Mexico,13,9,1639,1672,2,0,USA,False,Win
2021-11-12,Uruguay,Argentina,15,6,1625,1738,0,1,Uruguay,False,Lose
2021-11-14,Portugal,Serbia,8,25,1681,1527,1,2,Portugal,False,Lose
2021-11-16,Canada,Mexico,48,9,1432,1672,2,1,Canada,False,Win
2021-11-16,Wales,Belgium,19,1,1566,1832,1,1,Wales,False,Draw
2021-11-16,Argentina,Brazil,6,2,1738,1820,0,0,Argentina,False,Draw
2021-12-07,Morocco,Saudi Arabia,28,48,1525,1441,1,0,Qatar,True,Win
2022-01-10,Morocco,Ghana,28,52,1529,1428,1,0,Cameroon,True,Win
2022-01-27,Ecuador,Brazil,46,2,1448,1826,1,1,Ecuador,False,Draw
2022-01-30,Canada,USA,40,11,1462,1648,2,0,Canada,False,Win
2022-01-30,Mexico,Costa Rica,14,49,1638,1437,0,0,Mexico,False,Draw
2022-02-01,Japan,Saudi Arabia,26,51,1531,1434,2,0,Japan,False,Win
2022-03-24,Mexico,USA,12,13,1647,1643,0,0,Mexico,False,Draw
2022-03-24,Costa Rica,Canada,42,33,1464,1497,1,0,Costa Rica,False,Win
2022-03-24,Korea Republic,IR Iran,29,21,1522,1572,2,0,Korea Republic,False,Win
2022-03-24,Australia,Japan,37,23,1486,1549,0,2,Australia,False,Lose
2022-03-26,England,Switzerland,5,14,1755,1642,2,1,England,False,Win
2022-03-26,Netherlands,Denmark,10,9,1653,1654,4,2,Netherlands,False,Win
2022-03-29,Saudi Arabia,Australia,53,37,1433,1486,1,0,Saudi Arabia,False,Win
2022-03-29,Ecuador,Argentina,44,4,1458,1766,1,1,Ecuador,False,Draw
2022-03-29,Denmark,Serbia,9,25,1654,1547,3,0,Denmark,False,Win
2022-03-29,Netherlands,Germany,10,11,1653,1648,1,1,Netherlands,False,Draw
2022-03-30,Costa Rica,USA,42,13,1464,1643,2,0,Costa Rica,False,Win
2022-06-01,Poland,Wales,26,18,1544,1588,2,1,Poland,False,Win
2022-06-01,USA,Morocco,15,24,1633,1551,3,0,USA,False,Win
2022-06-02,Spain,Portugal,7,8,1709,1674,1,1,Spain,False,Draw
2022-06-02,Korea Republic,Brazil,29,1,1519,1832,1,5,Korea Republic,False,Lose
2022-06-02,Mexico,Uruguay,9,13,1658,1635,0,3,USA,True,Lose
2022-06-03,France,Denmark,3,11,1789,1653,1,2,France,False,Lose
2022-06-03,Belgium,Netherlands,2,10,1827,1658,1,4,Belgium,False,Lose
2022-06-05,Portugal,Switzerland,8,14,1674,1635,4,0,Portugal,False,Win
2022-06-05,Mexico,Ecuador,9,46,1658,1452,0,0,USA,True,Draw
2022-06-05,USA,Uruguay,15,13,1633,1635,0,0,USA,False,Draw
2022-06-06,Croatia,France,16,3,1621,1789,1,1,Croatia,False,Draw
2022-06-06,Japan,Brazil,23,1,1553,1832,0,1,Japan,False,Lose
2022-06-07,Germany,England,12,5,1650,1761,1,1,Germany,False,Draw
2022-06-08,Wales,Netherlands,18,10,1588,1658,1,2,Wales,False,Lose
2022-06-08,Belgium,Poland,2,26,1827,1544,6,1,Belgium,False,Win
2022-06-09,Switzerland,Spain,14,7,1635,1709,0,1,Switzerland,False,Lose
2022-06-10,Denmark,Croatia,11,16,1653,1621,0,1,Denmark,False,Lose
2022-06-10,Japan,Ghana,23,60,1553,1387,4,1,Japan,False,Win
2022-06-11,Wales,Belgium,18,2,1588,1827,1,1,Wales,False,Draw
2022-06-11,Netherlands,Poland,10,26,1658,1544,2,2,Netherlands,False,Draw
2022-06-12,Switzerland,Portugal,14,8,1635,1674,1,0,Switzerland,False,Win
2022-06-13,France,Croatia,3,16,1789,1621,0,1,France,False,Lose
2022-06-14,Netherlands,Wales,10,18,1658,1588,3,2,Netherlands,False,Win
2022-06-14,Poland,Belgium,26,2,1544,1827,0,1,Poland,False,Lose
2022-06-14,Japan,Tunisia,23,35,1553,1499,0,3,Japan,False,Lose
